BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0002423	BGC0002423	Burkholderia gladioli strain GSRB05 NODE_62_length_43215_cov_8.435899, whole genome shotgun sequence		Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0002424	BGC0002424	Saccharothrix sp. strain D09 saccharochelin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Saccharothrix sp.	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
BGC0002425	BGC0002425	Streptomyces sp. strain PKU-MA01240 stlassin biosynthetic gene cluster, complete sequence	lassopeptide	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002426	BGC0002426	Streptomyces sp. strain MST-144321	indole.T2PKS	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002427	BGC0002427	Metarhizium robertsii ARSEF 23 MAA_Scf_14, whole genome shotgun sequence	terpene.T1PKS	Others	Metarhizium robertsii ARSEF 23	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002428	BGC0002428	Fusarium graminearum PH-1 chromosome 2, whole genome shotgun sequence		Others	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002429	BGC0002429	Colletotrichum higginsianum IMI 349063 chromosome 4, whole genome shotgun sequence	T1PKS	PKSI	Colletotrichum higginsianum IMI 349063	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum destructivum species complex
BGC0002430	BGC0002430	Streptomyces kanamyceticus strain INA-Ac-5812	NRPS.betalactone	Others	Streptomyces kanamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002431	BGC0002431	Actinomadura sp. strain J1-007	T1PKS	PKSI	Actinomadura sp.	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,unclassified Actinomadura
BGC0002432	BGC0002432	Brevibacillus laterosporus LMG 15441, complete genome	NRPS	NRPS	Brevibacillus laterosporus LMG 15441	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0002433	BGC0002433	Azotobacter vinelandii DJ, complete genome	NRPS	NRPS	Azotobacter vinelandii DJ	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
BGC0002434	BGC0002434	Kitasatospora sp. strain S023 PoTeM biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Kitasatospora sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,unclassified Kitasatospora
BGC0002435	BGC0002435	Micromonospora haikouensis strain DSM 45626 genome assembly, contig: Ga0070558_124, whole genome shotgun sequence		Others	Micromonospora haikouensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0002436	BGC0002436	Streptomyces citricolor strain JCM 5028 coformycin biosynthetic gene cluster, partial sequence		Others	Streptomyces citricolor	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002437	BGC0002437	Thermoactinomyces sp. AS95 NODE_4, whole genome shotgun sequence	NRPS	NRPS	Thermoactinomyces sp. AS95	Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,unclassified Thermoactinomyces
BGC0002438	BGC0002438	Pithomyces chartarum sporidesmin gene cluster, complete sequence	NRPS	NRPS	Pithomyces chartarum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Astrosphaeriellaceae,Pithomyces
BGC0002439	BGC0002439	Streptomyces diastaticus strain W2 diastaphenazine biosynthetic gene cluster, complete sequence	phenazine	Others	Streptomyces diastaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diastaticus group
BGC0002440	BGC0002440	Streptomyces sp. strain KUSC_F05 longicatenamide biosynthetic gene cluster, complete sequence	NRPS.betalactone	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002441	BGC0002441	Streptomyces sp. SANK 60404 DNA, mbg gene cluster	NRPS-like.arylpolyene.ladderane	Others	Streptomyces sp. SANK 60404	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002442	BGC0002442	Bacillus toyonensis toyoncin biosynthesis gene cluster, complete sequence		Others	Bacillus toyonensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0002443	BGC0002443	Streptomyces olivaceus mycemycin biosynthetic gene cluster, complete sequence	PKS-like	PKSother	Streptomyces olivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002444	BGC0002444	Epichloe sp. LpTG-3 JtmD (jtmD) gene, complete cds	indole	Others	Epichloe sp. LpTG-3	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe,unclassified Epichloe
BGC0002445	BGC0002445	Armillaria gallica strain FU02472 terpene biosynthesis gene cluster, complete sequence	terpene	Terpene	Armillaria gallica	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria
BGC0002446	BGC0002446	Streptomyces sp. strain AJS-327 ionostatin biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002447	BGC0002447	Bacillus cereus strain DDD103 cerecyclin biosynthesis gene cluster, complete sequence	RiPP-like	RiPPs	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0002448	BGC0002448	Streptomyces violaceusniger 4521-SVS3 DNA, gene cluster for putative Q6402A biosynthesis	NRPS	NRPS	Streptomyces violaceusniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0002449	BGC0002449	Uncultured bacterium sterol biosynthesis gene cluster, complete sequence	terpene	Terpene	uncultured bacterium	Bacteria,environmental samples
BGC0002450	BGC0002450	Uncultured bacterium glycosidation gene cluster, complete sequence		Others	uncultured bacterium	Bacteria,environmental samples
BGC0002451	BGC0002451	Streptomyces sp. strain SYP-A7193 inthomycin biosynthesis gene cluster, complete sequence	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002452	BGC0002452	Streptomyces kitasatoensis KA-6 DNA, gene cluster for leucomycin biosynthesis	T1PKS	PKSI	Streptomyces kitasatoensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002453	BGC0002453	Streptomyces seoulensis strain A01 ansaseomycin gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces seoulensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002454	BGC0002454	Streptomyces sp. NRRL S-4 venturicidin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. NRRL S-4	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002455	BGC0002455	Burkholderia gladioli putative lagriene biosynthetic gene cluster	PKS-like.T3PKS.transAT-PKS	PKSother	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0002456	BGC0002456	Streptomyces sp. NBRC 109436 avm biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. NBRC 109436	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002457	BGC0002457	Streptacidiphilus griseoplanus JCM 4300 DNA, containing alazopeptin biosynthetic gene cluster 1		Others	Streptacidiphilus griseoplanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus
BGC0002458	BGC0002458	Streptacidiphilus griseoplanus JCM 4300 DNA, containing alazopeptin biosynthetic gene cluster 2		Others	Streptacidiphilus griseoplanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus
BGC0002460	BGC0002460	Nocardiopsis flavescens strain NA01583 nucleotide pyrophosphohydrolase and hypothetical protein genes, complete cds; loonamycin biosynthetic gene cluster, complete sequence; and hypothetical protein and DUF4913 domain-containing protein genes, complete cds	indole	Others	Nocardiopsis flavescens	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
BGC0002461	BGC0002461	Streptomyces aureus strain SP-371 hypothetical protein genes, complete cds; tjh gene cluster, complete sequence; and hypothetical protein gene, complete cds	T2PKS	PKSother	Streptomyces aureus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002462	BGC0002462	Streptomyces kaniharaensis strain SF-557 hypothetical protein, short-chain dehydrogenase (cofA), SAICAR synthetase (cofB), GntR family transcriptional regulator, hypothetical protein, and major facilitator superfamily (MFS) transporter (cofC) genes, complete cds; formycin A biosynthetic gene cluster, complete sequence; and hypothetical protein, ribulose-phosphate 3-epimerase, and hypothetical protein genes, complete cds		Others	Streptomyces kaniharaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002464	BGC0002464	Bordetella pertussis Tohama I chromosome, complete genome	siderophore	Others	Bordetella pertussis Tohama I	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
BGC0002465	BGC0002465	Alcanivorax borkumensis SK2, complete genome	NRPS	NRPS	Alcanivorax borkumensis SK2	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
BGC0002466	BGC0002466	Streptomyces peucetius subsp. caesius ATCC 27952 chromosome, complete genome	siderophore.NRPS	Others	Streptomyces peucetius subsp. caesius ATCC 27952	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002467	BGC0002467	Thermocrispum agreste DSM 44070 YWYDRAFT_scaffold_0.1, whole genome shotgun sequence	NRPS	NRPS	Thermocrispum agreste DSM 44070	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Thermocrispum
BGC0002468	BGC0002468	Vibrio anguillarum 775 plasmid pJM1, complete sequence	NRPS	NRPS	Vibrio anguillarum 775	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0002469	BGC0002469	Shewanella woodyi ATCC 51908 chromosome, complete genome	siderophore	Others	Shewanella woodyi ATCC 51908	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
BGC0002470	BGC0002470	Synechococcus sp. PCC 7002 plasmid pAQ7, complete sequence	siderophore	Others	Synechococcus sp. PCC 7002	Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus
BGC0002471	BGC0002471	Acinetobacter baumannii str. AYE, complete genome	siderophore	Others	Acinetobacter baumannii AYE	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex
BGC0002472	BGC0002472	Brevibacillus brevis strain NBRC 110488, whole genome shotgun sequence	NRPS	NRPS	Brevibacillus brevis	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0002473	BGC0002473	Acinetobacter bouvetii DSM 14964 = CIP 107468 strain DSM 14964 B090DRAFT_scaffold_1.2, whole genome shotgun sequence		Others	Acinetobacter bouvetii DSM 14964 = CIP 107468	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
BGC0002474	BGC0002474	Agrobacterium tumefaciens ferric iron uptake system gene cluster (agbF, agbC, agbE, agbB, agbA, agbD), complete cds		Others	Agrobacterium tumefaciens	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,Agrobacterium tumefaciens complex
BGC0002475	BGC0002475	Pseudomonas fluorescens strain CHA0 pyochelin biosynthetic locus, complete sequence	NRPS	NRPS	Pseudomonas protegens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002476	BGC0002476	Escherichia coli str. K-12 substr. MG1655, complete genome		Others	Escherichia coli str. K-12 substr. MG1655	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0002477	BGC0002477	Streptomyces sp. CB00072 scaffold1, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces sp. CB00072	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002478	BGC0002478	Streptomyces sp. CB02414 scaffold8, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces sp. CB02414	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002479	BGC0002479	Streptomyces miharaensis strain MS-1242	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces miharaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002480	BGC0002480	Sphaerospermopsis sp. LEGE 00249 NODE_4_length_225832_cov_34.3344, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sphaerospermopsis sp. LEGE 00249	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,unclassified Sphaerospermopsis
BGC0002482	BGC0002482	Symphyonema bifilamentata 97.28 tjipanazole biosynthetic gene cluster, complete sequence	indole	Others	Symphyonema bifilamentata 97.28	Bacteria,Cyanobacteria,Nostocales,Symphyonemataceae,Symphyonema,Symphyonema bifilamentata
BGC0002483	BGC0002483	Cladonia uncialis subsp. uncialis clone SPAdes22 genomic sequence, sequence	T1PKS	PKSI	Cladonia uncialis subsp. uncialis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia
BGC0002484	BGC0002484	Scytonema hofmannii PCC 7110 genomic scaffold Scaffold1, whole genome shotgun sequence	NRPS-like.NRPS	NRPS	Scytonema hofmannii PCC 7110	Bacteria,Cyanobacteria,Nostocales,Scytonemataceae,Scytonema
BGC0002485	BGC0002485	Desmonostoc sp. PCC 7906 muscoride biosynthetic gene cluster, complete sequence	cyanobactin.RRE-containing	RiPPs	Desmonostoc sp. PCC 7906	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Desmonostoc
BGC0002486	BGC0002486	Tolypothrix sp. PCC 7601 strain UTEX B 481 genomic scaffold FDUTEX481_Contig6, whole genome shotgun sequence	cyanobactin	RiPPs	Tolypothrix sp. PCC 7601	Bacteria,Cyanobacteria,Nostocales,Tolypothrichaceae,Tolypothrix,unclassified Tolypothrix
BGC0002487	BGC0002487	Staphylococcus aureus subsp. aureus Mu50 DNA, complete genome		Others	Staphylococcus aureus subsp. aureus Mu50	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0002488	BGC0002488	Paenibacillus mucilaginosus KNP414, complete genome		Others	Paenibacillus mucilaginosus KNP414	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0002489	BGC0002489	Pseudomonas aeruginosa PAO1, complete genome		Others	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002490	BGC0002490	Yersinia pestis CO92 complete genome		Others	Yersinia pestis CO92	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
BGC0002491	BGC0002491	Pseudoalteromonas piscicida strain S2040 contig0074, whole genome shotgun sequence	NRPS	NRPS	Pseudoalteromonas piscicida	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0002492	BGC0002492	Myxococcus xanthus DK 1622, complete genome	NRPS	NRPS	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0002493	BGC0002493	Paracoccus denitrificans PD1222 chromosome 1, complete sequence		Others	Paracoccus denitrificans PD1222	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
BGC0002494	BGC0002494	Vibrio cholerae vibriobactin gene cluster, complete sequence		Others	Vibrio cholerae	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0002495	BGC0002495	Photorhabdus luminescens strain NC19 putative transposase TnpA (tnpA) gene, partial cds; and putative 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase PhbA (phbA), putative 2,3-dihydro-2,3-dihydroxybenzoate synthase PhbB (phbB), putative 2,3-dihydroxybenzoate-AMP-ligase PhbE (phbE), putative isochorismate synthase PhbC (phbC), ABC-transport protein PhuC (phuC), nonribosomal peptide synthetase PhbH (phbH), putative photobactin outer membrane receptor precursor PhuA (phuA), putative cytoplasmic permease PhuD (phuD), putative cytoplasmic permease PhuG (phuG), periplasmic binding protein PhuB (phuB), putative photobactin biosynthesis protein PhbG (phbG), and nonribosomal peptide synthetase PhbF (phbF) genes, complete cds	NRPS	NRPS	Photorhabdus luminescens	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0002496	BGC0002496	Serratia plymuthica strain V4 genome		Others	Serratia plymuthica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0002497	BGC0002497	Streptomyces sp. strain LZ35 hexacosalactone biosynthetic gene cluster, complete sequence; and ABC transporter (hcl18), PKS (hcl19), PKS (hcl20), acyl carrier protein (hcl21), alpha/beta hydrolase (hcl22), glycosyltransferase (hcl23), glycosyltransferase (hcl24), permease (hcl25), TIGR03943 family protein (hcl26), SDR family oxidoreductase (hcl27), glycosyl hydrolase (hcl28), amidase domain-containing protein (hcl29), cytochrome P450 (hcl30), etR/AcrR family transcriptional regulator (hcl31), PucR family transcriptional regulator (hcl32), glutathionyl-hydroquinone reductase (hcl33), HlyD family efflux transporter (hcl34), ABC transporter (hcl35), ABC transporter (hcl36), and MFS transporter (hcl37) genes, complete cds	T1PKS.hglE-KS	PKSother	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002498	BGC0002498	Streptomyces sp. strain LZ35	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002499	BGC0002499	Streptomyces achromogenes subsp. streptozoticus enteromycin carboxamide biosynthetic gene cluster, complete sequence		Others	Streptomyces achromogenes subsp. streptozoticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002500	BGC0002500	Streptomyces pactum strain ATCC 27456 NFAT-133 biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002501	BGC0002501	Penicillium steckii strain YE	NRPS	NRPS	Penicillium steckii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002502	BGC0002502	Gibberella fujikuroi strain 0825009 FUM gene cluster, complete sequence	T1PKS	PKSI	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0002503	BGC0002503	Chitinimonas sp. strain DSM 17726 chitinimide biosynthetic gene cluster, complete sequence	NRPS	NRPS	Chitinimonas sp.	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas,unclassified Chitinimonas
BGC0002504	BGC0002504	Nocardiopsis sp. nocardiopsistin biosynthetic gene cluster, complete sequence	PKS-like.T2PKS	PKSother	Nocardiopsis sp.	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,unclassified Nocardiopsis
BGC0002505	BGC0002505	Xenoacremonium sp. BF-2018a xenoacremone A gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Xenoacremonium sp. BF-2018a	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Xenoacremonium,unclassified Xenoacremonium
BGC0002506	BGC0002506	Streptomyces sp. FXJ8.102 piloquinone gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp. FXJ8.102	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002507	BGC0002507	Chrysosporium merdarium strain ATCC 74009 sporandol biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Chrysosporium merdarium	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Onygenaceae,Chrysosporium
BGC0002508	BGC0002508	Streptomyces pathocidini strain CGMCC4.1633 8-azg biosynthetic gene cluster, complete sequence		Others	Streptomyces pathocidini	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002509	BGC0002509	Streptomyces sp. strain S001 montamide biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002510	BGC0002510	Streptomyces sp. strain OUCT-12 sap gene cluster, complete sequence	arylpolyene.ladderane	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002512	BGC0002512	Brasilonema sp. CT11 apt gene cluster, complete sequence	NRPS	NRPS	Brasilonema sp. CT11	Bacteria,Cyanobacteria,Nostocales,Scytonemataceae,Brasilonema
BGC0002514	BGC0002514	Streptomyces sampsonii strain SCSIO 054 julichrome biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sampsonii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0002515	BGC0002515	Ascochyta rabiei isolate Me14 Arab_Me14_ctg07, whole genome shotgun sequence	T1PKS	PKSI	Ascochyta rabiei	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Ascochyta
BGC0002517	BGC0002517	Streptomyces sp. strain SNA112 tripartilactam gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002518	BGC0002518	Pseudomonas sp. SZ57 contig_2, whole genome shotgun sequence	NRPS	NRPS	Pseudomonas sp. SZ57	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002520	BGC0002520	Micromonospora sp. AK-AN57 DNA, biosynthetic gene cluster for quinolidomicin A	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Micromonospora sp.	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0002521	BGC0002521	Pseudomonas putida strain WCU_64 putisolvin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002522	BGC0002522	Pseudomonas sp. strain COR52 pseudodesmin gene cluster, complete sequence	NRPS	NRPS	Pseudomonas sp.	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002523	BGC0002523	Streptomyces nobilis JCM 4274 DNA, biosynthetic gene cluster for desertomycin, complete sequence	T1PKS	PKSI	Streptomyces nobilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002524	BGC0002524	Bacillus sp. Xin1 bacicyclicin XIN-1 biosynthetic gene cluster, complete sequence; and BacE (bacE) gene, complete cds	RiPP-like	RiPPs	Bacillus sp. Xin1	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0002525	BGC0002525	Fusarium sp. RK97-94 DNA, 1233A biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Fusarium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002526	BGC0002526	Streptomyces sp. strain SCSIO 01680	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002527	BGC0002527	Azotobacter vinelandii CA, complete genome	siderophore	Others	Azotobacter vinelandii CA	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
BGC0002528	BGC0002528	Azotobacter vinelandii CA, complete genome	NRPS	NRPS	Azotobacter vinelandii CA	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
BGC0002529	BGC0002529	Azotobacter vinelandii CA, complete genome	NRPS	NRPS	Azotobacter vinelandii CA	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
BGC0002530	BGC0002530	Brucella melitensis biovar Abortus 2308 chromosome II, complete sequence, strain 2308		Others	Brucella abortus 2308	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella
BGC0002531	BGC0002531	Burkholderia ambifaria AMMD chromosome 1, complete sequence		Others	Burkholderia ambifaria AMMD	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0002532	BGC0002532	Anabaena cylindrica PCC 7122 DNA, nearly complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Anabaena cylindrica PCC 7122	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena
BGC0002533	BGC0002533	Photobacterium damselae subsp. piscicida DI21 plasmid pPHDP70, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Photobacterium damselae subsp. piscicida DI21	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
BGC0002535	BGC0002535	Streptomyces celluloflavus USE-31 DNA, gamma-poly-L-2,4-diaminobutyric acid biosynthetic gene cluster	NAPAA	NRPS	Streptomyces celluloflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
