BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0002118	BGC0002118	MAG: Candidatus Synoicihabitans palmerolidicus isolate Bin8 Contig9_BGC4_PalmerolideA, whole genome shotgun sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Candidatus Synoicihabitans palmerolidicus	Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Candidatus Synoicihabitans
BGC0002119	BGC0002119	MAG: Candidatus Synoicihabitans palmerolidicus isolate Bin8 Contig8_BGC3, whole genome shotgun sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Candidatus Synoicihabitans palmerolidicus	Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Candidatus Synoicihabitans
BGC0002122	BGC0002122	Aneurinibacillus migulanus strain DSM 2895 super7, whole genome shotgun sequence	NRPS	NRPS	Aneurinibacillus migulanus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus group,Aneurinibacillus
BGC0002123	BGC0002123	Pseudovibrio brasiliensis strain Ab134 plasmid pAb134-02, complete sequence	NRPS	NRPS	Pseudovibrio brasiliensis	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio
BGC0002125	BGC0002125	Chromobacterium vaccinii strain MWU205 FR900359 biosynthetic gene cluster, complete sequence	NRPS	NRPS	Chromobacterium vaccinii	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
BGC0002126	BGC0002126	Lysobacter sp. K5869 chromosome, complete genome	NRPS	NRPS	Lysobacter sp. K5869	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,unclassified Lysobacter
BGC0002131	BGC0002131	Chloroflexi bacterium TSY Poriflexus_aureus_TSY_Hybrid_331, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Chloroflexi bacterium TSY	Bacteria,Chloroflexi
BGC0002135	BGC0002135	Xenorhabdus bovienii SS-2004, complete sequence	NRPS	NRPS	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0002146	BGC0002146	Cladobotryum sp. isolate 11231 FR901483 gene cluster, complete sequence	NRPS-like	NRPS	Cladobotryum sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Cladobotryum,unclassified Cladobotryum
BGC0002147	BGC0002147	Streptomyces sp. CB02009 scaffold3, whole genome shotgun sequence	NRPS	NRPS	Streptomyces sp. CB02009	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002149	BGC0002149	Aspergillus alliaceus strain ATCC 20738 indole diterpene biosynthetic gene cluster, complete sequence	terpene.NRPS	Others	Aspergillus alliaceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002157	BGC0002157	Aspergillus flavus strain NRRL 3357 chromosome 4	NRPS	NRPS	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002158	BGC0002158	Magnaporthe oryzae 70-15 chromosome 3, whole genome shotgun sequence	NRPS	NRPS	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0002160	BGC0002160	Aspergillus flavus strain NRRL 3357 chromosome 8	NRPS	NRPS	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002164	BGC0002164	Epichloe festucae EF100, EF101, EF102, perA, EF103, EF104, EF105, EF106, EF107, EF108, EF109 genes, complete cds	NRPS	NRPS	Epichloe festucae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe
BGC0002166	BGC0002166	Metarhizium rileyi strain ARSEF 323 peramine synthetase (perA) gene, complete cds	NRPS	NRPS	Metarhizium rileyi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002167	BGC0002167	Aspergillus flavus NRRL3357 chromosome 6	NRPS-like	NRPS	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002169	BGC0002169	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_11, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002171	BGC0002171	Aspergillus niger ATCC 1015, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002172	BGC0002172	Fusarium graminearum PH-1 chromosome 3, whole genome shotgun sequence	NRPS-like.NRPS	NRPS	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002174	BGC0002174	Epichloe festucae epls mRNA for e-poly-L-lysine synthetase, complete cds	NAPAA	NRPS	Epichloe festucae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe
BGC0002178	BGC0002178	Fusarium graminearum PH-1 chromosome 1, whole genome shotgun sequence	NRPS	NRPS	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002186	BGC0002186	Fusarium graminearum PH-1 chromosome 2, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002188	BGC0002188	Fusarium pseudograminearum CS3096 chromosome 1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium pseudograminearum CS3096	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002193	BGC0002193	Aspergillus terreus NIH2624 scaffold_13 genomic scaffold, whole genome shotgun sequence	NRPS-like	NRPS	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002197	BGC0002197	Penicillium crustosum strain PRB-2 terrestric acid gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium crustosum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002198	BGC0002198	Aspergillus terreus var. terreus strain ATCC 20542	NRPS	NRPS	Aspergillus terreus var. terreus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002199	BGC0002199	Aspergillus nanangensis strain MST-FP2251 BGC nanangelenin biosynthetic gene cluster, complete sequence	NRPS.indole	Others	Aspergillus nanangensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002203	BGC0002203	Beauveria bassiana ARSEF 2860 unplaced genomic scaffold BBA_S00032, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Beauveria bassiana ARSEF 2860	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0002204	BGC0002204	Aspergillus flavipes strain CNL-338 cytochalasan biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus flavipes	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002205	BGC0002205	Parastagonospora nodorum SN15 scaffold_1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0002208	BGC0002208	Aspergillus ustus strain 3.3904 AUSC_154, whole genome shotgun sequence	NRPS	NRPS	Aspergillus ustus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002209	BGC0002209	Aspergillus ustus strain 3.3904 AUSC_79, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aspergillus ustus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002210	BGC0002210	TPA_exp: Aspergillus violaceofuscus CBS 115571 DNA, biosynthetic gene cluster of pyranoviolin A	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus violaceofuscus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002212	BGC0002212	Moniliophthora roreri MCA 2997 sctg_0009_0002, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Moniliophthora roreri MCA 2997	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Moniliophthora
BGC0002225	BGC0002225	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_8, whole genome shotgun sequence	NRPS	NRPS	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002226	BGC0002226	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_16, whole genome shotgun sequence	NRPS.indole	Others	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002230	BGC0002230	Tolypocladium sp. 49Y tolypyridone C biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Tolypocladium sp. 49Y	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,unclassified Tolypocladium
BGC0002232	BGC0002232	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00022, whole genome shotgun sequence	NRPS.indole	Others	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0002235	BGC0002235	Magnaporthe oryzae 70-15 chromosome 2, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0002239	BGC0002239	Acremonium sp. pyd gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Acremonium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Acremonium,unclassified Acremonium
BGC0002242	BGC0002242	Aspergillus ustus strain 3.3904 AUSC_58, whole genome shotgun sequence	NRPS	NRPS	Aspergillus ustus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002248	BGC0002248	Aspergillus flavus NRRL3357 chromosome 3	terpene.NRPS	Others	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002250	BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP supercont1.3 genomic scaffold, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Pyrenophora tritici-repentis Pt-1C-BFP	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Pyrenophora
BGC0002254	BGC0002254	Aspergillus sp. FM242 notoamide gene cluster, partial sequence	NRPS.indole	Others	Aspergillus sp. FM242	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002256	BGC0002256	TPA_asm: Fusarium equiseti genomic sequence, sequence	NRPS-like.NRPS.indole	Others	Fusarium equiseti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex
BGC0002259	BGC0002259	Cordyceps militaris CM01 unplaced genomic scaffold CCM_S00001, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Cordyceps militaris CM01	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Cordyceps
BGC0002261	BGC0002261	Fusarium sp. RK97-94 DNA, lucilactaene biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002264	BGC0002264	Aspergillus hancockii strain FRR 3425 scaffold_5, whole genome shotgun sequence	NRPS-like.NRPS	NRPS	Aspergillus hancockii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002268	BGC0002268	Penicillium sp. strain PKI-1938 phenylfuropyridone biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002270	BGC0002270	Metarhizium robertsii ARSEF 23 MAA_Scf_1, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Metarhizium robertsii ARSEF 23	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002271	BGC0002271	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	NRPS-like.indole	Others	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002272	BGC0002272	Aspergillus terreus NIH2624 scaffold_17 genomic scaffold, whole genome shotgun sequence	NRPS.indole	Others	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002273	BGC0002273	Aspergillus terreus NIH2624 scaffold_4 genomic scaffold, whole genome shotgun sequence	NRPS-like.indole.NRPS	Others	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002274	BGC0002274	Aspergillus terreus NIH2624 scaffold_3 genomic scaffold, whole genome shotgun sequence	NRPS-like	NRPS	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002275	BGC0002275	Aspergillus lacticoffeatus CBS 101883 unplaced genomic scaffold BO96scaffold_58, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Aspergillus niger CBS 101883	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002276	BGC0002276	Aspergillus nidulans FGSC A4 chromosome V scaffold_6, whole genome shotgun sequence	NRPS-like	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0002277	BGC0002277	Suillus grevillei isolate DSM 8404 clone 7.2.7 genomic sequence	NRPS-like	NRPS	Suillus grevillei	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillineae,Suillaceae,Suillus
BGC0002278	BGC0002278	Penicillium brasilianum genome assembly Pbras_Allpaths-LG, scaffold SCAF3, whole genome shotgun sequence	NRPS-like	NRPS	Penicillium brasilianum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002286	BGC0002286	Photorhabdus luminescens subsp. laumondii TTO1 complete genome	NRPS	NRPS	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0002287	BGC0002287	Streptococcus mutans strain 35 translation elongation factor ts, hypothetical protein, thiolase family protein, hypothetical protein, non-ribosomal peptide synthetase, PKs and AMP-binding domain-containing protein, HXXEE domain-containing protein, TetR/AcrR family transcriptional regulator, TetR family transcriptional regulator, DHA2 family efflux MFS transporter permease subunit, putative small multi-drug export protein, hypothetical protein, and CtsR family transcriptional regulator genes, complete cds	NRPS	NRPS	Streptococcus mutans	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0002288	BGC0002288	Streptomyces sp. NA03103 chromosome, complete genome	NRPS-like.NRPS	NRPS	Streptomyces sp. NA03103	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002293	BGC0002293	Streptomyces sp. strain SNJ042 hypothetical protein and transposase genes, complete cds; ohmyungsamycin gene cluster, complete sequence; and hypothetical protein and acetyl xylan esterase genes, complete cds	NRPS	NRPS	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002295	BGC0002295	Streptomyces hygroscopicus strain JCM 4712 minimycin biosynthetic gene cluster, complete sequence	NRPS-like	NRPS	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0002296	BGC0002296	Moorena producens ASI16Jul14-2 vatiamide A-F gene cluster, complete sequence	T1PKS.PKS-like.T3PKS.NRPS	PKS-NRP_Hybrids	Moorena producens ASI16Jul14-2	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0002297	BGC0002297	Phormidium sp. LP904c microcystin biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Phormidium sp. LP904c	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Phormidium
BGC0002300	BGC0002300	Streptomyces sp. ATCC 700974 albomycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces sp. ATCC 700974	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002304	BGC0002304	Talaromyces variabilis strain HXQ-H-1 varicidin A and B biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Talaromyces variabilis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces
BGC0002314	BGC0002314	Streptomyces sp. WAC 01529 chromosome, complete genome	NRPS.T3PKS	PKS-NRP_Hybrids	Streptomyces sp. WAC 01529	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002324	BGC0002324	Archangium violaceum strain SDU34 chromosome, complete genome	NRPS	NRPS	Archangium violaceum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Archangium
BGC0002326	BGC0002326	Mycetohabitans rhizoxinica strain HKI454 endopyrrole gene cluster, complete sequence	NRPS	NRPS	Mycetohabitans rhizoxinica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
BGC0002327	BGC0002327	Burkholderia gladioli strain HKI0521	NRPS	NRPS	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0002329	BGC0002329	Trinickia caryophylli strain DSM 50341 000000F_arrow, whole genome shotgun sequence	NRPS	NRPS	Trinickia caryophylli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia
BGC0002336	BGC0002336	Burkholderia gladioli strain BCC0238, whole genome shotgun sequence	NRPS	NRPS	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0002340	BGC0002340	Streptomyces sp. CB02980 Scaffold13, whole genome shotgun sequence	NRPS	NRPS	Streptomyces sp. CB02980	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002342	BGC0002342	Myxococcus xanthus strain Mx x48 myxolipoxazole/myxopyrimidinol biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0002344	BGC0002344	Nonomuraea coxensis DSM 45129 chromosome, complete genome	T3PKS.NRPS	PKS-NRP_Hybrids	Nonomuraea coxensis DSM 45129	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0002348	BGC0002348	Aspergillus terreus NIH2624 scaffold_4 genomic scaffold, whole genome shotgun sequence	NRPS-like	NRPS	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002350	BGC0002350	Streptomyces mobaraensis NBRC 13819 = DSM 40847 chromosome, complete genome	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002351	BGC0002351	Pseudomonas sp. SHC52 genomic sequence, sequence	NRPS	NRPS	Pseudomonas sp. SHC52	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002352	BGC0002352	Nocardia terpenica strain IFM 0406 contig_9, whole genome shotgun sequence	NRPS	NRPS	Nocardia terpenica	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BGC0002358	BGC0002358	Streptomyces albidoflavus strain J1074, complete genome	NRPS	NRPS	Streptomyces albidoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0002359	BGC0002359	Streptomyces albus subsp. chlorinus strain NRRL B-24108 SACHL_B24108, whole genome shotgun sequence	NRPS	NRPS	Streptomyces albus subsp. chlorinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002360	BGC0002360	Streptomyces aurantiacus strain LU19075 hypothetical protein genes, complete cds; dbm gene cluster, complete sequence; and ABC transporter, hypothetical protein, ABC transporter, and hypothetical protein genes, complete cds	NRPS-like.NRPS	NRPS	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0002365	BGC0002365	Streptomyces sp. strain SCSIO40010 fatty acid hydroxylase, polyketide synthase/non-ribosomal peptide synthetase, FAD-dependent oxidoreductase, alcohol dehydrogenase, and cytochrome P450 genes, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002367	BGC0002367	Streptomyces scabiei 87.22 complete genome	NRPS-like.NRPS	NRPS	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002370	BGC0002370	Actinomadura graeca strain 32-07 chromosome, complete genome	NRPS-like.NRPS	NRPS	Actinomadura graeca	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0002373	BGC0002373	Streptomyces sp. strain UTZ13 genomic sequence, sequence	PKS-like.NRPS.betalactone	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002377	BGC0002377	Streptomyces sp. SNM55 WS9326 biosynthetic gene cluster, complete sequence	NRPS-like.NRPS.arylpolyene.ladderane	Others	Streptomyces sp. SNM55	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
